tconst,producer
tt0831884,"nm0457715,nm0917059"
tt0831887,"nm0215769,nm0698133,nm0882388"
tt0831888,"nm2416660,nm1259616,nm2420299,nm0879909"
tt0832266,"nm0079677,nm0271479"
tt0832318,"nm1430258,nm0730222"
tt0832517,"nm1803825,nm1128860"
tt0832903,"nm0047028,nm0671640,nm0410065"
tt0833476,"nm0159147,nm0007181"
tt0833484,nm0080319
tt0833553,nm0159147
tt0833557,"nm0134930,nm0377329,nm0919365"
tt0833561,nm0080319
tt0833960,"nm0103262,nm0197382,nm0289994,nm0364578"
tt0834001,"nm0524342,nm0742347,nm0936482,nm0002999"
tt0834102,"nm0079065,nm1375167,nm1189479,nm0380547"
tt0834170,nm1629084
tt0834539,"nm1290678,nm0312345,nm1761277"
tt0834902,"nm0851042,nm0490487"
tt0834938,"nm0577826,nm0643967"
tt0835418,"nm0089658,nm0151540,nm2271939"
tt0835775,"nm0195136,nm0728754,nm0882927"
tt0835787,nm1095813
tt0835802,"nm2149083,nm0292647"
tt0835834,"nm2341018,nm1166374,nm0718143"
tt0836682,"nm0273327,nm1244658"
tt0836683,"nm0022287,nm0154464,nm0330270"
tt0836700,"nm0318570,nm0439767,nm0439768"
tt0836710,nm1636869
tt0837106,nm0074073
tt0837156,"nm0031976,nm0000607"
tt0837562,nm0613740
tt0837563,"nm0225146,nm2124081,nm1680607"
tt0837791,"nm0104504,nm0106926,nm0263839,nm0556573"
tt0837796,"nm0329123,nm0627238,nm0003515"
tt0837800,nm0395429
tt0837803,"nm0011865,nm0104701,nm0226505"
tt0838192,"nm2106556,nm1641406"
tt0838221,"nm0027572,nm0178910,nm0212990,nm0748784"
tt0838231,"nm1847929,nm0807099"
tt0838232,nm0800465
tt0838233,"nm0184616,nm2183344,nm0911061"
tt0838241,"nm0578003,nm0952726"
tt0838247,"nm0317978,nm2645116,nm1488027"
tt0838254,nm0631642
tt0838283,"nm0031976,nm0588612"
tt0839742,"nm6017818,nm1672572"
tt0839773,nm1410710
tt0839811,nm1011050
tt0839880,"nm1956927,nm0248373,nm2341172,nm1951358"
tt0839938,"nm2297653,nm0925524"
tt0839967,nm0173684
tt0839980,nm0588612
tt0840046,"nm0447314,nm0861196"
tt0840322,"nm1409460,nm0514662"
tt0840361,"nm0412588,nm0454752"
tt0841027,nm2000281
tt0841032,"nm1406277,nm1309708,nm0254291,nm0312856"
tt0841044,"nm0000365,nm1222479,nm1540863"
tt0841046,"nm0031976,nm0440458,nm0870106"
tt0841108,"nm1507013,nm1846132"
tt0841109,nm0802487
tt0841119,nm0443411
tt0841150,nm0151066
tt0841175,"nm0405433,nm0659069,nm0708723,nm0739689"
tt0841922,"nm1661334,nm1474983"
tt0841925,"nm1196161,nm1474983"
tt0841993,nm2343603
tt0842926,"nm1344784,nm3527897,nm0506664,nm1488027"
tt0842929,"nm1140084,nm1965828"
tt0843270,"nm2368271,nm0359189,nm2364910,nm1234944"
tt0843302,nm0406772
tt0843326,nm2346035
tt0843328,nm2357405
tt0843335,nm2355581
tt0843358,"nm0436747,nm2367848,nm0878496"
tt0843372,nm0244866
tt0843850,"nm0038397,nm2445975,nm0510912"
tt0843878,"nm0131697,nm2188866,nm2086668"
tt0844286,"nm0074851,nm0827726"
tt0844319,nm0406772
tt0844347,nm2185935
tt0844457,"nm0006791,nm0470338,nm0764345,nm0778217"
tt0844471,nm0550455
tt0844479,"nm1771405,nm0724641,nm0729948"
tt0844666,nm1474315
tt0844671,"nm0027032,nm1996614,nm0996135,nm0742580"
tt0844708,"nm0000127,nm0192446,nm0534543"
tt0844761,"nm1723268,nm0307531"
tt0844948,"nm0020690,nm1010170"
tt0844993,"nm0136975,nm1841157"
tt0845046,nm1400764
tt0845424,nm2364318
tt0845439,nm2361065
tt0845448,"nm0409791,nm0856882"
tt0845452,nm1848026
tt0845474,nm1848026
tt0845537,nm0816415
tt0846017,"nm0482681,nm0864775,nm0007139"
tt0846040,"nm0157692,nm0820908,nm0870369"
tt0846308,"nm2651259,nm0731359,nm0326063,nm0326252"
tt0847050,nm0315842
tt0847154,"nm0481195,nm0500761,nm0695727"
tt0847167,"nm1227576,nm0299120,nm0742428"
tt0847520,"nm0077269,nm0330291,nm1217654,nm0878496"
tt0847526,"nm2276048,nm2366922,nm0228762,nm0433167"
tt0847745,nm0209566
tt0847825,"nm2360037,nm1154509"
tt0847877,"nm2361563,nm1404289"
tt0847880,"nm0783652,nm0880324"
tt0847895,nm1195741
tt0847897,"nm0419047,nm0804556"
tt0848228,nm0270559
tt0848281,"nm0514379,nm2547592,nm0699276"
tt0848537,"nm1124979,nm1000858"
tt0848538,"nm1707265,nm0944645,nm3032764"
tt0848542,"nm2360225,nm1516290"
tt0848552,"nm2188866,nm0435503,nm2086668"
tt0848557,"nm1583132,nm0344657,nm1433420,nm1742493"
tt0850253,"nm0022053,nm0753708,nm1191033,nm0870204"
tt0850667,nm2370094
tt0850669,"nm0359029,nm0601619"
tt0850677,"nm0157313,nm0309684,nm0336486,nm0811611"
tt0851515,"nm3490470,nm2606490,nm2900221,nm1861018"
tt0851530,"nm0537550,nm0648545"
tt0851532,"nm2376909,nm0359189"
tt0851577,nm0526732
tt0852713,"nm0184445,nm0316406,nm1009782,nm0001191"
tt0852726,"nm1241577,nm2420483,nm0875354"
tt0853060,nm0818683
tt0853096,"nm1369886,nm0347384,nm0349168,nm1235949"
tt0854672,nm0901766
tt0854678,"nm0316795,nm0650321,nm1942425"
tt0855729,nm0040313
tt0855805,nm0030823
tt0855822,"nm0322977,nm0839866"
tt0855824,"nm0702455,nm1440651"
tt0855852,"nm9640815,nm0944995"
tt0855895,nm1173125
tt0855975,nm0442337
tt0856008,nm2380267
tt0856778,"nm0003567,nm1578200"
tt0856791,nm1634779
tt0857190,"nm0629242,nm0696486,nm0724597,nm0800097"
tt0857191,"nm0518757,nm0803826,nm2852460"
tt0857265,"nm0000110,nm2447838,nm0000179,nm0608434"
tt0857275,"nm0047419,nm0505075,nm0932037"
tt0857295,"nm0248178,nm0416164,nm1557646,nm1557652"
tt0857300,"nm2380617,nm2289322"
tt0857355,"nm0347775,nm0347776,nm0357463"
tt0857376,"nm2325065,nm2376489,nm2377978"
tt0857381,nm2510844
tt0858411,"nm0338874,nm2005915,nm0876195"
tt0858433,"nm0234520,nm2520966"
tt0858479,"nm1545611,nm0424660,nm0518757,nm0660295"
tt0858486,"nm2384784,nm2096462,nm2396617,nm1328180"
tt0858492,nm2386694
tt0859163,"nm0199733,nm0003032,nm0413208,nm0814085"
tt0859635,nm0673270
tt0859760,"nm0251143,nm2241044,nm0643967"
tt0859765,"nm0159470,nm1284744,nm0944645,nm4477774"
tt0860454,nm3042580
tt0860866,nm0265724
tt0860906,"nm1037430,nm1037557"
tt0861689,"nm0053070,nm0275651,nm0757026"
tt0861704,"nm0320727,nm0833620"
tt0861739,"nm0655683,nm0695038"
tt0862467,"nm1322121,nm0200546,nm0251305"
tt0862748,nm0945451
tt0862846,"nm1330162,nm0764771,nm1196755,nm0932037"
tt0862856,nm0001741
tt0863041,"nm1803414,nm1761367,nm0759840"
tt0864761,"nm0474138,nm0848932"
tt0864770,"nm0694709,nm0755387"
tt0864835,"nm1660846,nm1945511"
tt0865297,nm0583938
tt0865554,nm0916675
tt0865556,nm0798661
tt0865559,"nm1401827,nm0545695"
tt0865560,"nm0225034,nm2249355"
tt0865951,nm2042377
tt0866437,"nm0130492,nm0528724,nm2443582"
tt0866439,nm0605775
tt0867145,"nm2394014,nm2395749"
tt0867334,"nm0560693,nm2394850"
tt0867465,nm2574028
tt0867591,"nm2393487,nm0426440,nm0711422,nm0005366"
tt0869152,"nm0373812,nm0467387,nm0932144"
tt0869977,"nm1309676,nm0233295"
tt0869994,nm0506357
tt0870089,nm1108134
tt0870090,"nm0053070,nm1247772,nm0576987,nm0603758"
tt0870111,"nm0079677,nm0271479,nm0004976,nm0000165"
tt0870112,nm0311086
tt0870122,nm1787641
tt0870154,"nm0204862,nm0004927,nm2470810,nm1696098"
tt0870195,"nm0123664,nm2020215,nm2013791,nm0542551"
tt0870204,"nm0240995,nm0295907,nm0642956"
tt0870211,nm0112374
tt0870937,"nm0190840,nm0226230,nm2205481"
tt0870944,"nm0357319,nm0793868,nm0944908"
tt0870958,nm1989868
tt0870967,nm0498231
tt0870984,nm0284070
tt0871426,"nm0326415,nm0584427"
tt0871510,"nm0159147,nm0007181"
tt0872022,"nm1885057,nm2402249"
tt0872190,nm2910806
tt0872230,"nm0000127,nm0441097,nm0479757"
tt0873886,nm0330335
tt0874271,"nm2406753,nm0658753,nm1536187"
tt0874306,"nm2071741,nm0209566"
tt0874423,"nm2399147,nm1472735"
tt0874425,"nm0337676,nm0853238"
tt0875025,"nm0149223,nm1030524,nm5371819"
tt0875034,"nm0217896,nm0551128,nm0686887,nm0005544"
tt0875113,nm0004347
tt0875575,"nm1231248,nm0792320,nm0825780,nm1026253"
tt0875581,nm1626477
tt0875595,"nm1006610,nm0218547"
tt0875609,"nm0540443,nm0559645,nm0605303,nm4783760"
tt0876233,"nm1520491,nm0975187,nm0586968,nm0676301"
tt0876291,nm0530814
tt0876294,"nm2408930,nm2405606"
tt0876563,"nm1297907,nm0840699"
tt0877349,"nm2412218,nm2413094,nm0706286"
tt0877522,"nm0157692,nm0820908,nm0870369"
tt0877700,nm1117581
tt0878657,nm0803456
tt0878674,nm0347384
tt0878695,"nm1957272,nm0789018"
tt0878804,"nm0424663,nm0467255,nm0626696"
tt0878814,"nm0275698,nm2406731,nm1014957,nm2149083"
tt0878835,nm0106835
tt0879843,nm0477187
tt0879870,nm0306890
tt0880440,nm0269992
tt0880502,"nm0015359,nm0535323,nm0857875,nm0944279"
tt0880570,"nm0004132,nm0712726,nm0721279"
tt0880578,"nm0169213,nm0462242,nm0524342,nm0669093"
tt0880648,"nm0231882,nm2498075,nm2462492,nm1278274"
tt0881200,"nm0159052,nm0271815,nm2622420,nm4329768"
tt0881320,nm1337757
tt0881891,"nm0000113,nm0572131"
tt0881934,nm2422126
tt0882742,"nm0095924,nm0639508,nm0007070,nm0742428"
tt0882791,nm1132619
tt0882977,"nm1180690,nm0116348,nm1696098,nm5009883"
tt0882978,"nm1045686,nm1682154,nm1236491"
tt0883398,"nm1346092,nm1922731"
tt0883995,"nm1272773,nm15568949,nm1438009"
tt0884214,"nm0038875,nm0295701,nm0429195,nm1049331"
tt0884224,"nm0000131,nm0503600,nm0517808,nm0002659"
tt0884328,"nm0001104,nm0323065"
tt0884335,nm1602118
tt0884726,"nm0140971,nm0140975,nm0705511"
tt0884732,"nm0276178,nm0655510"
tt0884805,nm0801543
tt0884853,nm0831247
tt0885415,"nm0664216,nm0876726"
tt0885470,"nm1709410,nm2435633,nm0258900,nm0258903"
tt0885520,"nm1970591,nm1165229"
tt0886531,"nm0003947,nm1390496,nm1187604,nm2427387"
tt0886539,"nm1027719,nm1032700"
tt0887143,nm0445194
tt0887261,"nm0000850,nm0275286,nm3629374,nm0864844"
tt0887719,"nm0073678,nm0104007,nm1479777,nm0342788"
tt0887732,nm0148783
tt0887745,nm0669348
tt0887769,nm2540126
tt0887883,"nm0001053,nm0001054"
tt0887912,"nm0000941,nm1676793,nm1291566,nm0788513"
tt0887971,"nm4703396,nm0022053,nm1848205,nm0006613"
tt0888019,"nm2431307,nm2431359,nm2428830"
tt0888496,"nm0350126,nm0698271,nm2054271"
tt0888503,nm0788171
tt0888693,"nm0228690,nm1021592,nm1461537,nm0002427"
tt0889134,"nm2509788,nm0723573"
tt0889139,"nm0073316,nm0917833"
tt0889573,"nm0074100,nm0947695"
tt0889579,"nm0026119,nm2440645"
tt0889583,"nm0056187,nm0506075,nm0563243,nm0005366"
tt0889588,"nm0004453,nm0353351,nm0517281,nm0776542"
tt0889595,"nm0093404,nm0359099"
tt0889652,nm0500988
tt0889665,"nm0183016,nm0486627,nm0745689"
tt0889671,"nm0061388,nm0459754,nm1587475,nm1733261"
tt0890870,"nm0121117,nm0388898,nm0467977"
tt0890882,"nm0427058,nm0442381"
tt0890883,nm1158280
tt0890885,"nm0181107,nm0739744"
tt0890886,nm0392324
tt0890888,"nm0121173,nm0006905"
tt0891457,nm2440343
tt0891520,"nm2597462,nm1746160,nm2593370,nm3489423"
tt0891527,"nm1996352,nm0265944,nm0369448,nm0000602"
tt0891562,"nm8421777,nm1045686"
tt0891592,"nm2078509,nm0002170"
tt0892051,nm0244756
tt0892109,nm0091845
tt0892255,"nm0081046,nm0001125"
tt0892318,"nm0000289,nm0004799,nm0438210"
tt0892391,"nm0408900,nm0649189"
tt0892422,nm0660227
tt0892767,"nm0000881,nm0286320,nm0298181"
tt0892769,nm0036366
tt0892782,nm0829601
tt0892791,"nm1256262,nm0790116"
tt0892874,nm1803571
tt0892899,"nm0656091,nm0662404"
tt0893346,"nm0184947,nm1872591,nm1558245"
tt0893356,"nm0349702,nm4302073,nm2339983"
tt0893401,nm0002532
tt0893402,nm0859016
tt0893406,"nm1143429,nm2037261,nm1284023"
tt0893412,"nm0033187,nm0255353,nm1344784,nm1261078"
tt0893507,"nm0015528,nm8847729"
tt0893509,"nm0357816,nm1191033"
tt0893532,"nm1358789,nm1740677,nm0070454,nm1996614"
tt0895777,"nm0143179,nm0492052,nm0798621"
tt0896031,nm0317978
tt0896529,"nm0172256,nm0410065"
tt0896533,"nm0004165,nm0404438"
tt0896534,"nm0362847,nm1306443"
tt0896798,"nm0266813,nm0326512,nm0342788,nm0000168"
tt0896872,"nm1114974,nm1488027"
tt0896923,"nm0103364,nm1252883"
tt0897287,"nm0151835,nm0000247"
tt0897347,"nm0205713,nm0498175,nm1624685,nm0989941"
tt0897361,nm0541548
tt0897374,nm2346035
tt0898367,"nm2445382,nm0777455,nm0917059"
tt0899106,"nm0835959,nm0860513"
tt0899128,"nm0085502,nm0252992,nm15606006,nm15654626"
tt0899138,"nm1646306,nm1802274"
tt0900357,"nm0117393,nm0374295"
tt0900387,"nm0117599,nm1095938,nm0474138,nm0545421"
tt0901475,nm3129339
tt0901476,"nm0005028,nm0724843,nm0798930"
tt0901481,nm1353534
tt0901485,nm0323885
tt0901487,"nm0158825,nm0453518"
tt0901488,"nm0864775,nm0875291"
tt0901494,"nm2293843,nm0711910"
tt0901504,"nm0295827,nm2374305,nm1633423"
tt0901507,"nm1355728,nm2670683,nm2496223"
tt0902254,nm0346071
tt0902290,"nm0275244,nm1490961"
tt0902952,"nm0829760,nm1047131"
tt0902955,"nm0015091,nm1731850,nm1819352"
tt0902967,"nm0012571,nm0911685,nm0916986"
tt0903021,"nm11459479,nm3226825,nm11459478,nm1761151"
tt0903606,"nm2676463,nm15565490,nm2442634"
tt0903624,"nm0192253,nm0001392,nm0909638,nm0003406"
tt0903627,"nm0265724,nm0549907"
tt0903657,"nm0688361,nm0689856,nm0920274"
tt0904049,"nm0369081,nm0645421"
tt0904127,"nm1529625,nm0006860"
tt0905329,nm2570125
tt0905357,"nm0078762,nm1000486"
tt0905372,"nm0008953,nm0628080"
tt0905979,"nm0141599,nm0605137"
tt0906083,"nm0236729,nm0430846,nm0468169,nm0699325"
tt0906108,"nm0134253,nm1347153"
tt0906326,"nm2764252,nm0219720,nm1228443,nm0861362"
tt0906665,"nm0865631,nm5321620"
tt0906734,nm1184392
tt0906777,"nm0098153,nm0579852"
tt0906778,"nm2934638,nm0165290,nm0315180,nm0903405"
tt0907106,nm2292052
tt0907119,"nm0464846,nm1545461"
tt0907134,nm2008689
tt0907305,"nm2017561,nm1183759"
tt0907618,"nm2461823,nm2131894"
tt0907619,nm0045085
tt0907657,nm0632017
tt0907674,"nm1265331,nm2418763"
tt0907680,nm0573189
tt0907681,"nm1878470,nm0603062,nm1032754"
tt0907848,"nm0401674,nm0639318"
tt0909388,nm0054358
tt0910554,"nm0672547,nm1604703"
tt0910559,"nm0478105,nm0902282"
tt0910847,"nm0114401,nm0742651"
tt0910860,"nm0090350,nm0678467"
tt0910885,"nm4964039,nm0723570"
tt0910905,"nm0099748,nm0280333"
tt0910936,"nm0031976,nm0732024"
tt0910955,"nm0248552,nm0448632"
tt0910970,nm0606640
tt0911010,nm0645574
tt0912580,"nm2566488,nm2566479,nm2578656,nm0827830"
tt0912583,nm1081568
tt0912585,"nm0305017,nm0448311,nm1320488"
tt0912586,nm0826627
tt0912593,"nm1220177,nm2480587,nm2513737,nm2511737"
tt0912597,"nm2800320,nm2226066,nm2228062,nm2801668"
tt0912599,nm0372935
tt0913354,"nm0232433,nm2252124"
tt0913401,nm2288220
tt0913413,"nm0518757,nm0660295,nm0748039"
tt0913425,"nm0021948,nm0306088"
tt0913445,"nm0099613,nm0387541"
tt0913446,"nm0094080,nm0734954,nm2477469"
tt0913968,"nm0151066,nm0399003,nm0003132"
tt0914382,"nm1386282,nm2476918"
tt0914797,"nm0364787,nm2644221,nm2642673,nm0589168"
tt0914798,nm0382268
tt0914799,"nm0241945,nm0855098,nm0855107"
tt0914837,"nm1231159,nm0326512"
tt0914863,"nm0160941,nm0169989,nm2645116,nm0916675"
tt0915457,"nm0230645,nm0436806,nm1921239,nm0610701"
tt0915460,"nm0043007,nm0821031"
tt0915463,"nm1353534,nm2534706"
tt0918554,nm1182577
tt0918557,"nm0083349,nm0343243,nm0484901"
tt0918575,"nm1278274,nm0931251"
tt0918627,"nm2493685,nm0886883"
tt0918628,"nm0202810,nm0687411"
tt0918645,"nm2476734,nm0773542"
tt0918927,"nm0747287,nm0748784"
tt0918940,"nm0057655,nm0525059,nm0724843,nm0005545"
tt0920457,"nm0049384,nm2886445"
tt0920458,nm1277111
tt0920459,"nm0212355,nm0644283,nm0954194"
tt0920460,"nm2476054,nm2345855,nm2483269"
tt0920461,nm0054358
tt0920462,"nm1224078,nm2473652"
tt0920464,nm2791977
tt0920470,"nm1045062,nm1045239"
tt0920473,nm0630642
tt0922379,nm1641369
tt0922547,nm0366573
tt0922642,"nm1189201,nm0755074"
tt0923600,"nm1291371,nm0243231,nm0243233"
tt0923752,nm2060819
tt0923811,nm0653004
tt0924129,"nm0469694,nm0550881"
tt0924134,nm0927561
tt0924252,nm4890679
tt0924274,"nm0433882,nm0754167"
tt0924317,"nm2489580,nm2418898"
tt0925058,nm2710020
tt0925306,"nm0079604,nm0239908,nm0245415"
tt0926063,"nm0084059,nm0088173"
tt0926084,"nm0057655,nm0382268,nm0746830"
tt0926110,nm0002989
tt0926129,"nm0003993,nm0605775"
tt0926380,"nm0107231,nm0925524"
tt0926759,"nm0022969,nm0022971"
tt0926762,nm0480686
tt0926763,"nm0022969,nm0022971"
tt0928152,nm1547976
tt0928194,"nm2761959,nm15122323"
tt0928375,"nm0123083,nm0174444,nm1726844,nm1697017"
tt0929261,"nm3191276,nm2508984,nm1226290,nm0944459"
tt0929412,nm0698271
tt0929425,nm0698271
tt0929618,"nm1143429,nm1284023"
tt0929620,nm0595934
tt0929632,"nm0200005,nm2798739,nm2318133"
tt0929775,"nm0407648,nm2520982"
tt0929809,"nm1147588,nm1803180"
tt0929860,"nm0766102,nm0945451"
tt0930856,"nm0423486,nm2801226,nm0843911,nm2801929"
tt0932533,nm1159611
tt0932669,nm0907622
tt0933033,"nm0057003,nm0057025,nm0057027,nm1440822"
tt0933342,nm0216016
tt0934459,"nm2463880,nm0490375"
tt0934584,nm0490375
tt0935075,"nm0000173,nm0698133,nm0754344,nm0881811"
tt0936471,"nm0046130,nm0359053"
tt0937231,"nm2723178,nm1029927,nm2723527,nm0497696"
tt0937237,"nm0459852,nm0881823,nm0895903,nm0919035"
tt0937347,"nm0248178,nm0341076,nm0416164,nm2146252"
tt0937373,nm2508739
tt0937375,"nm0655510,nm0926211"
tt0937378,nm0654545
tt0938283,"nm0550881,nm0580303,nm0796117"
tt0938305,nm0559879
tt0938330,"nm0138502,nm0352820"
tt0938341,"nm0054439,nm2183344"
tt0938706,nm0465800
tt0939681,"nm3885159,nm1421272,nm1041597"
tt0940580,"nm0216635,nm1633308,nm0488514,nm0592945"
tt0940585,"nm0172215,nm0654077"
tt0940642,"nm15569571,nm9145537,nm15569573,nm8690748"
tt0940651,nm2520982
tt0940656,"nm0000108,nm0699547"
tt0940688,"nm0212297,nm0677578"
tt0940709,"nm0159507,nm0161045,nm0359189"
tt0940723,"nm0353012,nm2249069,nm0887690"
tt0942384,"nm0171473,nm0228264,nm0418590"
tt0942385,"nm0180366,nm0572805,nm0001774"
tt0942891,"nm2518958,nm0419243,nm0688096,nm0714844"
tt0942904,"nm0256040,nm1062418"
tt0943326,nm0241789
tt0944101,"nm0239299,nm1975750,nm0657734,nm0728762"
tt0944195,nm2355581
tt0944834,"nm2340684,nm2563766"
tt0944835,"nm0225146,nm0673858"
tt0945356,nm0023367
tt0945513,"nm0330428,nm0746041,nm2250256"
tt0946998,"nm0700591,nm2519727"
tt0947798,"nm0291542,nm0005219,nm1103781,nm1003922"
tt0947802,"nm0489876,nm12695419,nm0000226"
tt0947810,"nm0079677,nm0271479,nm0339030,nm0505656"
tt0948462,"nm1892056,nm1351624,nm1893650"
tt0948470,"nm0032696,nm0866157,nm0957205"
tt0948530,nm0726892
tt0948532,"nm2529974,nm0530975"
tt0948535,"nm1241814,nm0674742"
tt0948542,"nm0676577,nm0692583,nm2424367,nm1532936"
tt0948544,"nm0321521,nm1626598"
tt0948547,nm0007011
tt0949489,nm2023228
tt0949564,nm2561166
tt0949731,"nm0578814,nm0580303,nm0796117"
tt0949751,"nm1802964,nm0251028"
tt0950739,"nm0074073,nm0533826"
tt0951216,"nm0009806,nm1530021,nm0218172,nm0266813"
tt0951279,nm0698271
tt0951318,"nm2528865,nm2525174"
tt0951333,"nm3489020,nm0000104,nm1189002,nm3484810"
tt0951335,nm0112189
tt0952640,"nm0046559,nm0439739"
tt0952682,"nm0337773,nm0615770,nm2158772"
tt0953306,nm0998031
tt0953318,"nm0097674,nm2198905,nm0699072,nm0740226"
tt0953369,"nm1045062,nm1045239,nm0648902"
tt0953382,nm2185250
tt0953981,"nm1104567,nm0847182"
tt0953989,"nm2101857,nm2008729"
tt0954914,nm0045085
tt0954937,"nm0016444,nm0066906,nm0473188"
tt0954947,"nm0247787,nm0360065,nm0772174"
tt0954981,nm2205219
tt0954990,nm0004453
tt0955308,"nm0000128,nm0004976,nm0000631"
tt0955411,"nm0093906,nm0834935,nm1937792"
tt0956038,nm0224145
tt0956208,"nm1045686,nm2533267"
tt0959285,nm10878913
tt0959306,"nm0151612,nm0255891,nm0381273,nm5052148"
tt0959329,"nm0366472,nm2250917"
tt0959337,"nm0169256,nm0366363,nm0005222,nm0748784"
tt0959342,"nm0074073,nm0638324"
tt0960066,"nm0521791,nm2508521"
tt0960084,nm1936604
tt0960097,"nm0777237,nm1729689,nm0936436"
tt0960144,"nm0316406,nm0001191"
tt0960721,nm0818304
tt0960731,"nm0316406,nm0348151,nm0001191"
tt0960741,nm0931251
tt0960770,nm0329223
tt0960790,"nm0001709,nm0955995"
tt0960890,"nm0326632,nm1171090,nm0788556"
tt0961043,nm2827551
tt0961066,"nm0442381,nm0632129,nm0826542"
tt0961079,nm2548843
tt0961108,"nm0156819,nm0169989,nm0741615,nm0916675"
tt0961117,"nm1048448,nm1048918"
tt0961198,"nm0124441,nm1680500,nm0448632,nm0855538"
tt0961722,"nm1189201,nm0755074,nm0595547"
tt0961728,"nm0597215,nm1214083"
tt0962711,"nm2552583,nm1497014"
tt0962726,"nm0096115,nm0742492"
tt0962736,"nm0272601,nm2593874,nm0454752,nm0000217"
tt0962762,nm3064682
tt0962774,nm0357584
tt0962782,nm0069342
tt0963178,"nm0680595,nm0746273,nm0837112"
tt0963194,"nm0121117,nm0004527,nm0467977,nm0563604"
tt0963208,"nm3872200,nm2505733,nm1421272,nm1041597"
tt0963743,"nm0149446,nm0643553"
tt0963794,"nm0070454,nm0180366,nm0469553"
tt0963807,"nm1483020,nm0641710"
tt0963915,"nm3094145,nm1272773,nm1438009"
tt0963965,"nm0048855,nm0300950,nm0648544"
tt0963966,nm0000988
tt0964185,nm0000338
tt0964516,nm0780098
tt0964517,"nm0041765,nm0387674,nm1448916,nm0509414"
tt0964539,"nm1344784,nm0524342,nm0004410,nm0742347"
tt0964586,"nm0003745,nm0389414,nm0558563"
tt0964587,"nm0662529,nm0859877"
tt0965367,"nm1503135,nm2591714"
tt0965411,nm1277111
tt0967945,"nm0060594,nm0429293"
tt0968264,"nm1803137,nm2250139,nm0000602,nm0788513"
tt0968712,nm2560824
tt0969268,nm0498478
tt0969269,"nm0864775,nm0906413"
tt0969345,nm0354499
tt0969653,"nm2560336,nm1284023"
tt0970179,"nm0000136,nm2593874,nm0454752,nm0000217"
tt0970411,"nm0324556,nm0000158,nm0788737"
tt0970416,"nm0090199,nm0329084,nm0831098"
tt0970452,"nm0077446,nm0352820"
tt0970462,"nm0093051,nm0164721,nm0738022"
tt0970468,"nm0068935,nm0308211"
tt0970472,"nm0620457,nm2712241,nm2708148"
tt0970866,"nm0000134,nm0357453,nm0005366,nm0742772"
tt0970933,nm0148830
tt0970946,nm0660227
tt0971209,"nm0107509,nm0004799,nm1448916,nm0867504"
tt0972542,"nm2279718,nm2317764"
tt0972544,"nm8580524,nm0645164,nm1641117,nm8575371"
tt0972555,nm0070456
tt0972558,"nm0094080,nm0577861,nm0734954"
tt0972857,"nm2376845,nm2032632"
tt0972883,"nm1964647,nm0226148,nm1803110"
tt0973783,"nm2102049,nm2636102"
tt0973785,"nm0014495,nm1435707,nm2381472,nm1789889"
tt0973790,"nm1358156,nm0800323"
tt0973844,"nm0071452,nm0105663,nm2761926,nm0139203"
tt0974014,nm0859016
tt0974015,"nm1153895,nm0424315,nm0746273,nm2003463"
tt0974536,"nm0463325,nm1583231,nm1507245"
tt0974554,"nm0482764,nm0524342,nm0742347"
tt0974613,"nm0230361,nm0237819,nm0778597"
tt0974661,"nm0316774,nm0788202"
tt0974977,nm1587402
tt0975645,"nm0056002,nm0575817,nm0689696,nm0718645"
tt0975684,"nm0198472,nm1030457"
tt0976026,nm1238286
tt0976042,"nm0016475,nm0345116,nm0369618,nm0841326"
tt0976050,nm0660227
tt0976051,"nm0317642,nm0005237,nm0606877,nm0001628"
tt0976060,"nm2141437,nm1980385,nm0993398"
tt0976209,"nm0205779,nm1252019,nm3403692"
tt0976216,nm0660227
tt0976222,nm0326063
tt0976238,"nm0009222,nm0506597,nm0659123"
tt0976246,"nm0000108,nm0146434,nm1118769,nm1085924"
tt0976247,"nm1355192,nm0349126,nm0000190"
tt0977214,"nm0503600,nm0552565,nm0650361,nm0759363"
tt0977637,"nm2569562,nm2644869,nm1884129,nm0896662"
tt0977669,"nm2835233,nm2314899,nm0394024"
tt0977855,"nm0125336,nm0326040,nm0510731,nm0688361"
tt0978649,nm1283973
tt0978670,"nm2705632,nm0788551"
tt0978759,"nm1165220,nm0706010"
tt0978762,nm0177707
tt0978764,"nm2003463,nm0811583"
tt0978797,nm3724109
tt0979434,"nm0023297,nm0121117,nm0424663,nm0467255"
tt0980970,"nm0011470,nm0425741,nm0828130"
tt0981042,"nm0202968,nm0235933,nm0235948"
tt0981072,"nm1139726,nm0002718,nm0505522,nm0777408"
tt0981224,"nm0028728,nm0278136,nm0857399"
tt0981227,"nm1097895,nm0583948,nm0919363,nm0919369"
tt0981352,nm1699911
tt0982849,"nm1095011,nm1307179,nm2731669"
tt0982893,nm0843431
tt0983193,"nm0001392,nm0005086,nm0000229"
